Número de proceso,Nombre de proceso,Tipo de proceso,Fecha de apertura,Estado,Unidad ejecutora
446-1706-LPU25,INCLUIR SALUD - SAYAGO RAMON ROBERTO - PROTESIS PARA AMPUTACION MIEMBRO INFERIOR.,Licitación Pública,16/10/2025 10:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
420-3268-CME25,Factor de Coagulación,Contratación  Menor,16/10/2025 10:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
431-1631-LPU25,ADQUISICION DE INSUMOS PARA ESTERILIZACION- SERVICIO DE FARMACIA,Licitación Pública,16/10/2025 10:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
420-1647-LPU25,Mantenimiento de planta de agua,Licitación Pública,16/10/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
446-1707-LPU25,AYUDA MEDICA - VILLALBA FRANCISCO DANIEL - PROTESIS PARA AMPUTACION MIEMBRO INFERIOR.,Licitación Pública,16/10/2025 11:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
2624-1636-CDI25,ADQUISICIÓN DE MORRALES INSTITUCIONALES PARA ENCUESTADORES - FIRMA: ARGIE TOURS S.R.L.,Contratación Directa,16/10/2025 11:00 Hrs.,Publicado,2624 - INSTITUTO DE ESTADISTICAS Y CENSOS DE LA CIUDAD AUTONOMA DE BUENOS AIRES
421-1698-LPU25,Adquisición de Insumos para Trasplante,Licitación Pública,16/10/2025 11:00 Hrs.,Publicado,421 - HTAL. PEDRO LAGLEYZE  
401-1510-LPU25,Servicio de limpieza integral con destino al Instituto de Rehabilitación Psicofísica (IREP),Licitación Pública,16/10/2025 12:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
427-3345-CME25,Servicio de reparación Integral de Heladeras para Banco de Sangre,Contratación  Menor,16/10/2025 13:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
2051-1367-LPU25,Servicio de Conversaciones Asistidas del ecosistema de activos ChatBot BA,Licitación Pública,16/10/2025 13:00 Hrs.,Publicado,2051 - JEFATURA DE GABINETE DE MINISTROS 
3125-1416-LPU25,SERVICIO DE CONSULTORÍA RELEVAMIENTO ESTRUCTURAL DEL ARROYO MALDONADO,Licitación Pública,16/10/2025 13:00 Hrs.,Publicado,3125 - Ministerio de Infraestructura
434-1461-LPU25,"Adquisición mesas de luz y para alimentación, para distintos servicios del Hospital",Licitación Pública,16/10/2025 13:00 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
416-3170-CME25,TUBULADURA PARA EXTRACTOR DE LECHE MATERNA - PED. 41199 - ABAST. 9 MESES,Contratación  Menor,16/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
416-3112-CME25,"BUFFER ,ETC-COMPRA MENOR PEDIDO 41120-ABASTECIMIENTO 6 MESES-",Contratación  Menor,16/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
401-1608-CDI25,Adquisición de Ciproterona y Tuberculina PPD,Contratación Directa,16/10/2025 15:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
414-3333-CME25,ADQUISICION DE REACTIVO PARA TROPONINA Y SOMF,Contratación  Menor,17/10/2025 08:00 Hrs.,Publicado,414 - HTAL. MARIA CURIE  
412-3358-CME25,REPARACION DE EQUIPO (ARCO EN C),Contratación  Menor,17/10/2025 09:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
419-3307-CME25,ADQUISICION FILTROS Y HUMIDIFICADORES,Contratación  Menor,17/10/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
436-3290-CME25,ADQUISICION DE PAN DE MOLDE,Contratación  Menor,17/10/2025 09:00 Hrs.,Publicado,436 - TALLERES PROTEGIDOS DE REHAB.PSIQUIAT.  
446-1564-LPU25,ADQUISICIÓN DE INSUMOS - SUBGERENCIA DE ENFERMERÍA,Licitación Pública,17/10/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
412-1728-LPU25,"ADQUISICION DE INSUMOS (SOLUCION ACIDA PARA HEMODIALISIS, ETC)",Licitación Pública,17/10/2025 09:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
412-1718-LPU25,"ADQUISICION DE INSUMOS (HEMOFILTROS, ETC)",Licitación Pública,17/10/2025 09:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
412-1734-LPU25,"ADQUISICION DE INSUMOS (FILTRO MEMBRANA, ETC)",Licitación Pública,17/10/2025 09:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
412-3353-CME25,Adquisición de Equipamiento (electrocardiografos),Contratación  Menor,17/10/2025 09:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
431-3368-CME25,ADQUISICION DE ALGODON CON COLA-DEPARTAMENTO QUIRURGICO,Contratación  Menor,17/10/2025 09:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
437-1701-LPU25,ADQUICISION DE INSTRUMENTAL E INSUMOS PARA ODONTOLOGIA,Licitación Pública,17/10/2025 09:00 Hrs.,Publicado,437 - HTAL. CAROLINA TOBAR GARCIA 
431-1671-CDI25,ADQUISICION DE MARCAPASO MULTIPROGRAMABLE-PTE.FLORES DE ZAMBRANA ANGELICA-SERVICIO ELECTROFISIOLOGIA,Contratación Directa,17/10/2025 09:20 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
431-1731-LPU25,ADQUISICION DE IOPRAMIDA CON EQUIPO EN PRESTAMO - SERVICIO DE DIAGNOSTICO POR IMAGENES,Licitación Pública,17/10/2025 09:30 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
431-1670-CDI25,ADQUISICION DE CARDIODESFIBRILADOR IMPLANTABLE-PTE. DIAZ EMILIO DANIEL-SERVICIO DE ELECTROFISIOLOGIA,Contratación Directa,17/10/2025 09:30 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
435-1622-CDI25,SERVICIO DE REPARACION DE MONITOR MULTIPARAMETRICO  VISTA 120 SOLICITADO POR  ANESTESIOLOGIA,Contratación Directa,17/10/2025 10:00 Hrs.,Publicado,435 - HTAL. RAMON SARDA  
412-3405-CME25,Provisión de insumos (CATETER CENTRAL DE INSERCIÓN PERIFERICA),Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
410-3370-CME25,PED.253- ADQUISICION DE EQUIPO REGISTRADOR DE TEMPERATURA PARA DIVISION FARMACIA,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
410-3371-CME25,PED. 314 ADQUISICION DE INSUMO (ANOSCOPIO) PARA UNIDAD DE GINECOLOGIA,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
410-3363-CME25,PED. 303 ADQUISICION DE INSUMO (PORTA SUERO) PARA SERVICIO DE SALUD MENTAL,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
410-3361-CME25,PED 336  ADQUISICION DE INSTRUMENTAL (PINZA PARA LAPAROSCOPIA) PARA SERVICIO CIRUGIA Y DPTO URGENCIA,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
432-3165-CME25,PCR-LATEX,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,432 - HTAL. MANUEL ROCCA 
430-1705-LPU25,MALDI-TOF (MICROBIOOGIA),Licitación Pública,17/10/2025 10:00 Hrs.,Publicado,430 - HTAL. JOSE M.RAMOS MEJIA 
432-3125-CME25,CÁNULAS BIESALSKI (JUEGO),Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,432 - HTAL. MANUEL ROCCA 
430-3328-CME25,BOLSAS DE OBITO - DEPOSITO,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,430 - HTAL. JOSE M.RAMOS MEJIA 
427-3385-CME25,Alquiler Equipo Potenciales Evocados. Pte: Norberto R.,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
427-3356-CME25,Adquisición Estimulador Magnetico Sistema Super Inductuco,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
423-3374-CME25,ADQUISICION DE REPARACION PARA EQUIPO DE RX,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,423 - HTAL. FRANCISCO J.MUÑIZ  
427-3364-CME25,Adquisición de motor quirúrgico para Traumatología,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
455-3285-CME25,ADQUISICIÓN DE INTERCOMUNICADORES (HANDY),Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,455 - CAI CECILIA GRIERSON
423-3348-CME25,ADQUISICION DE FRASCOS DE UROCULTIVO,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,423 - HTAL. FRANCISCO J.MUÑIZ  
425-1662-CDI25,ADQUISICION DE EXPANSOR MAMARIO DERECHO DE 300 CC OPTICAR y DE 400 CC OPTICAR BILATERAL.,Contratación Directa,17/10/2025 10:00 Hrs.,Publicado,425 - HTAL. JOSE M. PENNA
431-3360-CME25,ADQUISICION DE EQUIPO DE HEMODINAMIA-SERVICIO DE HEMODINAMIA,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
427-3386-CME25,Adquisición de Detergente No Ionico,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
441-3321-CME25,Adquisición de bolsas para fluidos corporales,Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,441 - HTAL. ABEL ZUBIZARRETA
427-3388-CME25,Adq. de Insumos para Laboratorio Biología Molecular (Pipetas/Tips/Ependorf),Contratación  Menor,17/10/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
431-3367-CME25,ADQ. DE ACIDO ZOLEDRONICO- SERVICIO DE FARMACIA,Contratación  Menor,17/10/2025 10:30 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
8056-1527-LPU25,"Provisión, Instalación y soporte de la red de acceso en sede Lezama",Licitación Pública,17/10/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
420-3076-CME25,Cotonoide y otros,Contratación  Menor,17/10/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
446-1712-LPU25,ADQUISICIÓN DE INSUMOS - UNIDAD DE FARMACIA y ESTERILIZACIÓN,Licitación Pública,17/10/2025 11:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
3206-1306-LPU25,"Adquisición de madera para apuntalamiento, cerco y vallado para DGGAYE",Licitación Pública,17/10/2025 12:00 Hrs.,Publicado,3206 - Subsecretaria de Emergencias
434-1363-LPU25,Adquisición Hemofiltros con bomba-Diálisis,Licitación Pública,17/10/2025 13:00 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
541-1099-LPU25,"SERV. ACTUALIZACIÓN TECNOLÓGICA PLATAFORMA 1 Y MANT. PLATAFORMAS 1, 2, 3 Y FOSO ORQUESTA",Licitación Pública,17/10/2025 14:00 Hrs.,Publicado,541 - ENTE AUTARQUICO TEATRO COLON
541-3269-CME25,"GOMA ESPUMA, CORTAHILO Y OTROS",Contratación  Menor,17/10/2025 14:00 Hrs.,Publicado,541 - ENTE AUTARQUICO TEATRO COLON
416-3171-CME25,TROCLOSENO - PED. 40469 - ABAST. 3 MESES,Contratación  Menor,17/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
416-1558-LPU25,TAMIZAJE ANTICUERPOS ANTI ANTIGENOS LEUCOCITARIOS HUMANOS LPU.PED.41126-ABASTECIMIENTO 6 MESES,Licitación Pública,17/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
416-3188-CME25,LAMPARA PARA MICROSCOPIO CARL ZEISS - PED. 41188 - ABAST. INMEDIATO,Contratación  Menor,17/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
420-3080-CME25,Servicio de Reparación de monitores de presión arterial ambulatorios,Contratación  Menor,17/10/2025 17:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
418-1658-CDI25,"QUIROFANO. ADQ. DE SUTURA DE NYLON, RESERVORIO DE VENTRICULOSTOMIA, CEMENTO QUIRURGICO Y OTROS",Contratación Directa,20/10/2025 08:00 Hrs.,Publicado,418 - HTAL. JUAN A. FERNANDEZ  
414-1703-LPU25,ADQUISICION LUZ DE EXAMEN CON SOPORTE DE PARED Y BRAZO ARTICULADO-,Licitación Pública,20/10/2025 08:00 Hrs.,Publicado,414 - HTAL. MARIA CURIE  
426-1724-LPU25,Tubos para extracción de sangre,Licitación Pública,20/10/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
426-3379-CME25,PANEL PARA AUTOREFRACTOMETRO,Contratación  Menor,20/10/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
426-3375-CME25,ESTANTERÍAS METÁLICAS (FARMACIA),Contratación  Menor,20/10/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
7192-3270-CME25,cabinas insonorizadas para al nuevo ediificio  UNICABA EX-2025-39377935- -GCABA-UNICABA EX-2025-42009764- -GCABA-DGPARE,Contratación  Menor,20/10/2025 09:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
446-1713-LPU25,ADQUISICION DELANTALES PLOMADOS - DEPTO. DIAGNÓSTICO y TRATAMIENTO,Licitación Pública,20/10/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
414-1716-LPU25,ADQUISICION DE CARROS PARA TRANSPORTE DE TUBOS DE OXIGENO,Licitación Pública,20/10/2025 09:00 Hrs.,Publicado,414 - HTAL. MARIA CURIE  
424-1643-LPU25,S/ADQUISICION DE INSTRUMENTAL DE USO ODONTOLOGICO (MENOR),Licitación Pública,20/10/2025 10:00 Hrs.,Publicado,424 - HTAL.DE ODONTOLOGIA
430-3334-CME25,INSUMOS PARA TORRES DE LAPAROSCOPIA -  QUIROFANO CENTRAL,Contratación  Menor,20/10/2025 10:00 Hrs.,Publicado,430 - HTAL. JOSE M.RAMOS MEJIA 
420-1673-LPU25,Hormona de crecimiento (Somatropina),Licitación Pública,20/10/2025 10:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
430-3337-CME25,FANTOMA - DIAGNOSTICO POR IMAGENES,Contratación  Menor,20/10/2025 10:00 Hrs.,Publicado,430 - HTAL. JOSE M.RAMOS MEJIA 
446-1729-LPU25,AYUDA MEDICA - NUÑEZ ZARATE NOAH EZEQUIEL - SILLA DE RUEDAS Y ALMOHADON ANTIESCARAS,Licitación Pública,20/10/2025 10:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
427-1695-LPU25,"Adquisición Tijeras Armónicas, engrapadoras, recargas",Licitación Pública,20/10/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
7192-1647-CDI25,Adquisición de Material Bibliográfico - EX-2025-40823065-GCABA-SSGDA,Contratación Directa,20/10/2025 10:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
7192-3330-CME25,Adquisición de Insumos de Laboratorio / EX-2025-34614664- -GCABA-SSGDA,Contratación  Menor,20/10/2025 10:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
431-1538-LPU25,ADQ. DE INSUMOS-DEPTO DE ALIMENTACION,Licitación Pública,20/10/2025 10:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
431-1732-LPU25,ADQUISICION DE INSUMOS PARA COLEDOSCOPIO-SERVICIO DE CIRUGIA GENERAL,Licitación Pública,20/10/2025 10:30 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
420-1670-LPU25,Sensores y electrodos,Licitación Pública,20/10/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
446-1730-LPU25,INCLUIR SALUD - GUTIERREZ CARLOS ENRIQUE- CAMBIO DE CONO DE ENCHUFE PROTESIS AMP. M.I.,Licitación Pública,20/10/2025 11:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
8056-1612-LPU25,Expansión de la solución de backup Exagrid para los Centros de Datos de Uspallata e Independencia,Licitación Pública,20/10/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
535-3316-CME25,"Servicio de Instalación, Mantenimiento y Desinstalación de Torre para el CCR",Contratación  Menor,20/10/2025 12:00 Hrs.,Publicado,535 - DIR. GRAL CENTRO CULTURAL RECOLETA
101-1656-LPU25,Servicio Ambiental y de Seguridad e Higiene en el Trabajo,Licitación Pública,20/10/2025 13:00 Hrs.,Publicado,101 - SECRETARIA LEGAL Y TECNICA  
401-1397-LPU25,"Serv. de remoción, descontaminación asbesto en Hosp. Dr. Jose Dueñas;Santa Lucía;Piñero;Maria Curie.",Licitación Pública,20/10/2025 13:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
3224-1666-LPU25,RENOVACIÓN LICENCIA FORTINET DEL INSTITUTO SUPERIOR DE SEGURIDAD PÚBLICA,Licitación Pública,20/10/2025 13:00 Hrs.,Publicado,3224 - INSTITUTO SUPERIOR DE SEGURIDAD PUBLICA 
420-1592-LPU25,Insumos de Lab. de Anatomia Patologica,Licitación Pública,20/10/2025 13:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
416-3062-CME25,GUIA PARA CATETER -COMPRA MENOR PEDIDO  N° 41201- ABASTECIMIENTO 6 MESES-UTIP-,Contratación  Menor,20/10/2025 15:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
419-1762-LPU25,ADQUISICION INSUMOS PARA HEMOSTASIA CON EQUIPO EN PRESTAMO,Licitación Pública,21/10/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
