Número de proceso,Nombre de proceso,Tipo de proceso,Fecha de apertura,Estado,Unidad ejecutora
441-3510-CME25,Insumos Anatomía Patológica,Contratación  Menor,03/11/2025 10:00 Hrs.,Publicado,441 - HTAL. ABEL ZUBIZARRETA
428-3435-CME25,EQUIPO PARA CALENTAMIENTO DE PACIENTE,Contratación  Menor,03/11/2025 10:00 Hrs.,Publicado,428 - HTAL. DE QUEMADOS  
7192-3535-CME25,"Adquisición de Cortinas-EX-2025-44666939-GCABA-DGPARE
EX-2025-45541462- -GCABA-DGPARE",Contratación  Menor,03/11/2025 10:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
8056-1574-LPU25,Provisión e Instalación de una solución Oracle Zero Data Loss Recovery Appliance 23,Licitación Pública,03/11/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
416-1762-CDI25,"CARBON ACTIVADO, ETC. PED.41331 ABAST. 6 MESES",Contratación Directa,03/11/2025 11:00 Hrs.,Publicado,416 - HTAL. CARLOS G. DURAND
8618-1736-LPU25,Renovación y Ampliación de licencias de software  antivirus para Servidores,Licitación Pública,03/11/2025 12:00 Hrs.,Publicado,8618 - ADMINIST. GUBERNAMENTAL DE INGRESOS PUBLICOS
401-1710-LPU25,Adquisición de Tomógrafos Helicoidales Computarizados,Licitación Pública,03/11/2025 12:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
427-3537-CME25,Reparación Integral de Mesa,Contratación  Menor,03/11/2025 13:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
3125-1745-LPU25,ADQUISICIÓN DE SOFTWARE FOTOGRAMETRICO,Licitación Pública,03/11/2025 13:00 Hrs.,Publicado,3125 - Ministerio de Infraestructura
541-1794-LPU25,SERVICIO DE ALQUILER ANUAL DE FOTOCOPIADORAS,Licitación Pública,03/11/2025 14:00 Hrs.,Publicado,541 - ENTE AUTARQUICO TEATRO COLON
422-3561-CME25,Adquisicion de Selladora de Pouch,Contratación  Menor,04/11/2025 08:00 Hrs.,Publicado,422 - HTAL. BRAULIO MOYANO  
422-3455-CME25,Adquisición de instrumental para equipo de laparoscopia,Contratación  Menor,04/11/2025 08:00 Hrs.,Publicado,422 - HTAL. BRAULIO MOYANO  
438-1793-LPU25,REACTIVOS PARA LABORATORIO (BIOQUIMICA - GUARDIA),Licitación Pública,04/11/2025 09:00 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
426-3600-CME25,INSUMOS (DROGAS) P/BACTERIOLOGÍA (LAB. CENTRAL),Contratación  Menor,04/11/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
426-1756-CDI25,"GANCICLOVIR 500 MG F/A P/Pte.: VILLALBA, N. (FARMACIA - INFECTOLOGÍA)",Contratación Directa,04/11/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
418-1770-CDI25,FARMACIA- ADQ. DE LEVETIRACETAM F/A Y SOL. LIPIDOS AL 20% ( SEMESTRAL),Contratación Directa,04/11/2025 09:00 Hrs.,Publicado,418 - HTAL. JUAN A. FERNANDEZ  
440-3580-CME25,COLPOSCOPIO,Contratación  Menor,04/11/2025 09:00 Hrs.,Publicado,440 - HTAL. DALMACIO VELEZ SARSFIELD 
438-3557-CME25,CHASIS PARA RADIOLOGIA,Contratación  Menor,04/11/2025 09:00 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
446-1812-LPU25,AYUDA MEDICA - LEZCANO ARCE RAMON - PROTESIS PARA AMPUTACION MIEMBRO SUPERIOR.,Licitación Pública,04/11/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
438-1776-CDI25,SERVICIO DE TOMOGRAFIA COMPUTADA PARA PACIENTE,Contratación Directa,04/11/2025 09:15 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
438-3559-CME25,ACIDO TRANEXAMICO,Contratación  Menor,04/11/2025 09:30 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
439-1803-LPU25,SUEROS HEMOTIPIFICADORES Y DESCARTABLES PARA HEMOTERAPIA,Licitación Pública,04/11/2025 10:00 Hrs.,Publicado,439 - HTAL. BONORINO UDAONDO
410-1750-CDI25,PED. 491 ADQUISICIÓN DE TUBO EMISOR DE RAYOS X PARA EL TOMOGRAFO MARCA SIEMENS MODELO SOMATOM,Contratación Directa,04/11/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
410-1694-CDI25,PED. 403 SERVICIO DE REPARACIÓN DE CABINA DE SEGURIDAD BIOLOGICA PARA LABORATORIO CENTRAL,Contratación Directa,04/11/2025 10:00 Hrs.,Publicado,410 - HTAL.TEODORO ALVAREZ  
455-1779-LPU25,ADQUISICIÓN DE INSUMOS PARA TAC CON CONTRASTE ENDOVENOSO CON EQUIPAMIENTO EN COMODATO,Licitación Pública,04/11/2025 10:00 Hrs.,Publicado,455 - CAI CECILIA GRIERSON
427-3578-CME25,ADQ. DE PROTESIS TOTAL DE CADERA NO CEMENTADA ACETABULAR Y FEMORAL. PCTE: DOS SANTOS M.,Contratación  Menor,04/11/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
427-3618-CME25,Adq. de cardiodesfibirlador. Pte: Ismael C.,Contratación  Menor,04/11/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
420-1771-LPU25,ADQUISICIÓN DE PROTESIS VASCULAR,Licitación Pública,04/11/2025 10:30 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
420-3485-CME25,Reparaciones varias,Contratación  Menor,04/11/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
439-1804-LPU25,DESCARTABLES PARA FARMACIA,Licitación Pública,04/11/2025 11:00 Hrs.,Publicado,439 - HTAL. BONORINO UDAONDO
420-3475-CME25,Cable para pinza bipolar,Contratación  Menor,04/11/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
8056-1737-LPU25,Adquisición de una solución Oracle Exadata X11M Quarter Rack-Z,Licitación Pública,04/11/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
421-3473-CME25,Adquisición de Bevacizumab y Fluoresceína.,Contratación  Menor,04/11/2025 11:00 Hrs.,Publicado,421 - HTAL. PEDRO LAGLEYZE  
541-3582-CME25,"RESISTENCIA ELECTRICA, ROSCA GALVANIZADA, PRECINTOS PLASTICOS, CABLES Y FICHAS",Contratación  Menor,04/11/2025 14:00 Hrs.,Publicado,541 - ENTE AUTARQUICO TEATRO COLON
440-3551-CME25,SUTURA ,Contratación  Menor,05/11/2025 09:00 Hrs.,Publicado,440 - HTAL. DALMACIO VELEZ SARSFIELD 
438-3570-CME25,SET DE DRENAJE - AGUJA TRU-CUT,Contratación  Menor,05/11/2025 09:00 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
419-3632-CME25,SERVICIO DE MANTENIMIENTO INTEGRAL EQUIPOS DE KINESIOLOGIA,Contratación  Menor,05/11/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
440-3547-CME25,PRESERVATIVOS DE LATEX.,Contratación  Menor,05/11/2025 09:00 Hrs.,Publicado,440 - HTAL. DALMACIO VELEZ SARSFIELD 
440-3611-CME25,POLIETILENO PARA ESTERILIZACION,Contratación  Menor,05/11/2025 09:00 Hrs.,Publicado,440 - HTAL. DALMACIO VELEZ SARSFIELD 
415-1815-LPU25,INSUMOS PARA ODONTOLOGÍA,Licitación Pública,05/11/2025 09:00 Hrs.,Publicado,415 - HTAL. ODONTOLOGICO JOSE DUEÑAS 
419-1824-LPU25,ADQUISICION INSUMOS IDENTIFICACION Y SENSIBILIDAD BACTERIOLOGIA,Licitación Pública,05/11/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
438-3571-CME25,PROLONGADOR MACRO,Contratación  Menor,05/11/2025 09:30 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
431-3546-CME25,ADQUISICION DE MESAS DE LUZ - SERVICIO DE SALUD MENTAL (SALA DE MUJERES),Contratación  Menor,05/11/2025 09:30 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
441-3534-CME25,Tabletas para mosquitos,Contratación  Menor,05/11/2025 10:00 Hrs.,Publicado,441 - HTAL. ABEL ZUBIZARRETA
425-3525-CME25,"SERVICIO DE REPARACION INTEGRAL DE ELECTROBISTURI, COLPOSCOPIO, ETC.",Contratación  Menor,05/11/2025 10:00 Hrs.,Publicado,425 - HTAL. JOSE M. PENNA
412-1802-LPU25,Provisión de Insumos (Valganciclovir),Licitación Pública,05/11/2025 10:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
432-3449-CME25,ARNES ELEVADOR PACIENTES,Contratación  Menor,05/11/2025 10:00 Hrs.,Publicado,432 - HTAL. MANUEL ROCCA 
427-3622-CME25,Adquisición Electrobisturi para Ginecología,Contratación  Menor,05/11/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
431-1797-LPU25,ADQUISICION DE REACTIVOS INMUNOHEMATOLOGICOS- SERVICIO DE HEMOTERAPIA,Licitación Pública,05/11/2025 10:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
427-3598-CME25,Adquisición de insumos para Laboratorio (Autoinmunidad),Contratación  Menor,05/11/2025 10:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
7192-3577-CME25,"Adquisición de banderas, astas, bases y tahalís en cuja // EX-2025-44423207-GCABA-DGSFD",Contratación  Menor,05/11/2025 10:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
420-1706-CDI25,ADQUISICIÓN DE FRASCOS DE VIDRIO Y OTROS,Contratación Directa,05/11/2025 10:30 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
431-3529-CME25,ADQUISICION DE BOLSAS PARA RESIDUOS CON FUELLE-DEPARTAMENTO QUIRURGICO,Contratación  Menor,05/11/2025 10:30 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
431-3540-CME25,"ADQUISICION DE RECARGA LINEAL CORTANTE, RECARGA-AGRAFE Y SUTURA-DEPTO QUIRURGICO",Contratación  Menor,05/11/2025 11:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
401-1716-CDI25,Adquisición de la medicación a pacientes con patología oncológica u oncohematológica,Contratación Directa,05/11/2025 12:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
427-3572-CME25,Serv. de Reparación integral de Heladeras para Banco de Sangre,Contratación  Menor,05/11/2025 13:00 Hrs.,Publicado,427 - HTAL. IGNACIO PIROVANO
7192-3576-CME25,Hojas para impresión Braille // EX-2025-42893141- -GCABA-DGEGE,Contratación  Menor,06/11/2025 09:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
446-1816-LPU25,AYUDA MEDICA - CABRERA MELGAREJO CIRO LIONEL - SILLA DE RUEDAS Y ALMOHADON ANTIESCARAS.,Licitación Pública,06/11/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
419-1818-LPU25,ADQUISICION INSUMOS VARIOS BACTERIOLOGIA RENGLONES DESIERTOS,Licitación Pública,06/11/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
412-1772-CDI25,TRASDUCTOR LINEAL PARA ECOGRAFIA,Contratación Directa,06/11/2025 10:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
413-1726-LPU25,PROVISION DE EQUIPAMIENTO OFTALMOLOGICO,Licitación Pública,06/11/2025 10:00 Hrs.,Publicado,413 - HTAL. JOSE T. BORDA
431-3552-CME25,ADQUISICION DE INSUMOS VARIOS- SERVICIO DE KINESIOLOGIA,Contratación  Menor,06/11/2025 10:00 Hrs.,Publicado,431 - HTAL. BERNARDINO RIVADAVIA  
420-3492-CME25,Solución de reemplazo y Solución permeabilizable,Contratación  Menor,06/11/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
7411-3592-CME25,SERVICIO MENSUAL DE AUDITORÍA DE MEDIOS SOBRE MENCIONES INSTITUCIONALES DEL MDHYHGC,Contratación  Menor,06/11/2025 11:00 Hrs.,Publicado,7411 - MINISTERIO DESARROLLO HUMANO Y HÁBITAT
8056-1772-LPU25,Renovación trianual de las Suscripciones VMWARE,Licitación Pública,06/11/2025 11:00 Hrs.,Publicado,8056 - AGENCIA SISTEMAS DE INFORMACION
420-1790-LPU25,Gases medicinales,Licitación Pública,06/11/2025 11:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
412-1767-CDI25,ADQUISICION DE ECOGRAFO PORTATIL,Contratación Directa,06/11/2025 11:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
420-1727-LPU25,Determinación de Química Clínica,Licitación Pública,06/11/2025 12:00 Hrs.,Publicado,420 - HTAL. RICARDO GUTIERREZ  
3125-1738-LPU25,Servicio de Mantenimiento de la Cartelería Inteligente de Movilidad (CIM),Licitación Pública,06/11/2025 13:00 Hrs.,Publicado,3125 - Ministerio de Infraestructura
434-3403-CME25,Adquisición Bario Sulfato,Contratación  Menor,06/11/2025 13:00 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
434-3377-CME25,Adquisición Cardiodesfibrilador Implantable CDI Bicameral con conector DF4 IBACETA HUGO,Contratación  Menor,06/11/2025 13:30 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
419-1831-LPU25,ADQUISICION INSUMOS PARA GASES EN SANGRE CON EQUIPO EN PRESTAMO,Licitación Pública,07/11/2025 09:00 Hrs.,Publicado,419 - HTAL. MARIA FERRER 
438-1737-CDI25,REPARACION ECOGRAFO,Contratación Directa,07/11/2025 09:30 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
438-3601-CME25,REACTIVOS DE LABORATORIO MICROBIOLOGIA,Contratación  Menor,07/11/2025 09:30 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
439-3597-CME25,Reductores de oxigeno para Quirofano y Manometros para UTI,Contratación  Menor,07/11/2025 10:00 Hrs.,Publicado,439 - HTAL. BONORINO UDAONDO
412-1765-CDI25,"Provisión de Insumos (Prolongador de bomba, etc.)",Contratación Directa,07/11/2025 10:00 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
435-3528-CME25,"ADQUISICION DE LIBROS (INGRESOS, EGRESOS , PACIENTES, DONANTES) PARA EL SERVICIO DE HEMOTERAPIA",Contratación  Menor,07/11/2025 10:00 Hrs.,Publicado,435 - HTAL. RAMON SARDA  
455-3399-CME25,Adquisición de Antisueros Tipificadores para Hemoterapia,Contratación  Menor,07/11/2025 10:00 Hrs.,Publicado,455 - CAI CECILIA GRIERSON
7192-3564-CME25,"ACONDICIONAMIENTO, MANTENIMIENTO Y CONSERVACIÓN DE LOS NATATORIOS - EX-2025-44971492-   -GCABA-DGEAC",Contratación  Menor,07/11/2025 10:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
412-1768-CDI25,"Provisión de insumos (Bolsa para recolección de sangre, etc.)",Contratación Directa,07/11/2025 10:30 Hrs.,Publicado,412 - HTAL. COSME ARGERICH  
1112-3409-CME25,Servicio de monitoreo de medios de comunicación,Contratación  Menor,07/11/2025 12:00 Hrs.,Publicado,"1112 - CONSEJO DE LOS DERECHOS DE LAS NIÑAS, NIÑOS Y ADOLESCENTES"
434-1530-LPU25,"ADQ. REACT. PARA DET. ANTICUERPOS  ESPECIFICOS PARA INMUNOHISTOQUIMICA, MONOCLONALES, ETC",Licitación Pública,07/11/2025 12:00 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
434-1550-LPU25,Adquisición insumos para Cirugía Cardiovascular-Prótesis Vascular y otros,Licitación Pública,07/11/2025 13:00 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
434-3278-CME25,Adquisición Antígeno para pruebas diagnósticas (Prick) para test de pólenes y otros,Contratación  Menor,07/11/2025 13:00 Hrs.,Publicado,434 - HTAL.DONACION FRANCISCO SANTOJANNI
446-1829-LPU25,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VENTILADOR PULMONAR NEONATAL (BIPAP),Licitación Pública,10/11/2025 09:00 Hrs.,Publicado,446 - INSTITUTO DE REHABILITACION PSICOFICA
426-1827-LPU25,"INSUMOS (FRASCO, PUNTA PARA PIPETA, PROBETA, Etc.) QUIMICA GRAL. (LAB. CENTRAL)",Licitación Pública,10/11/2025 09:00 Hrs.,Publicado,426 - HTAL. PARMENIO PIÑERO 
438-3631-CME25,REPARACION DE FIBROBRONCOSCOPIO,Contratación  Menor,10/11/2025 09:30 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
438-3608-CME25,"REACTIVO LABORATORIO,REACTIVO EXTRACCION DE ADN",Contratación  Menor,10/11/2025 09:30 Hrs.,Publicado,438 - HTAL. ENRIQUE TORNU
439-3591-CME25,SERVICIO MENSUALIZADO DE DOSIMETRIA PERSONAL,Contratación  Menor,10/11/2025 10:00 Hrs.,Publicado,439 - HTAL. BONORINO UDAONDO
433-1733-CDI25,Servicio de Reparación Integral de Equipo Láser,Contratación Directa,10/11/2025 10:00 Hrs.,Publicado,433 - HTAL. SANTA LUCIA  
7192-1743-LPU25,Limpieza y mantenimiento de natatorios // EX-2025-27778980-GCABA-DGPARE,Licitación Pública,10/11/2025 10:00 Hrs.,Publicado,7192 - MINISTERIO DE EDUCACION
433-3583-CME25,Adquisición de insumos para la Unidad de Farmacia,Contratación  Menor,10/11/2025 11:00 Hrs.,Publicado,433 - HTAL. SANTA LUCIA  
3206-1809-LPU25,Adquisición de Grupos Electrógenos para DGDCIV,Licitación Pública,10/11/2025 12:00 Hrs.,Publicado,3206 - Subsecretaria de Emergencias
401-1563-LPU25,Prov. e Inst. de un Sist. Central de Trat. de Aire Acondicionado para el Hospital Maria Ferrer,Licitación Pública,10/11/2025 13:00 Hrs.,Publicado,401 - MINISTERIO DE SALUD
