Número de proceso,Nombre de proceso,Tipo de proceso,Fecha de apertura,Estado,Unidad ejecutora
2025-180-99-343,ADQ. AUDIFONOS LEDESMA MARIA,Procedimiento Abreviado,30/10/2025 09:30 Hrs.,Publicado,103.15.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Bocalandro - Tres De Febrero
2025-60-101-359,"Repuestos para el Equipo Rx Fijo Marca GBA Serie N° 13A249 INVENTARIO N° 9411,Diagnostico X Imagenes",Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.5.1 - Dir. Pcial. Hospitales - Hospital Evita Pueblo - Berazategui
2025-71-99-263,Prótesis paciente Coronado Osses Yurick??DNI N?.92.458.049,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,101.6.0.1 - Direccion Pcial. de Redes y Regiones - Región Sanitaria I
2025-218-99-309,PROCEDIMIENTO ABREVIADO PA N° 218/2025,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.18.1 - Dir. Pcial. Hospitales - Hospital A. Korn M. Romero
2025-241-99-128,Procedimiento Abreviado N°241/2024 - Adq. Protesis Pte. Guliga Astrid Victoria,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.13.5.1 - Dir. Pcial. Hospitales - Hospital Eva Perón - San Martín
2025-16-101-338,PROCEDIMIENTO ABREVIADO N°16/2025 SAMO-FONDOS PROPIOS,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.2.1 - Dir. Pcial. Hospitales - Hospital Dr. H. Cestino - Ensenada
2025-221-99-309,PROCEDIMIENTO ABREVIADO N° 221 2025,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.18.1 - Dir. Pcial. Hospitales - Hospital A. Korn M. Romero
2025-132-99-279,Procedimiento Abreviado N° 132/2025,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.1.1 - Dir. Pcial. Hospitales - Hospital Dr. V. Larrain - Berisso
2025-113-99-264,PROCEDIMIENTO ABREVIADO MEDICACION GENERAL,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,105.1.0.3 - Hospital Dr. Ramon Carrillo - San Vicente
2025-204-99-274,Procedimiento Abreviado  204/2025,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.15.1 - Dir. Pcial. Hospitales - Hospital Pte. Perón - Avellaneda
2025-171-99-280,PAP 171-2025,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.3.1 - Dir. Pcial. Hospitales - Hospital Dr. P. Fiorito - Avellaneda
2025-412-101-268,PA SAMO 412/25,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.9.1 - Dir. Pcial. Hospitales - Hospital Dr. R. Rossi - La Plata
2025-433-99-260,PA 433-2025 SONDAS FOLEY,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.8.1 - Dir. Pcial. Hospitales - Hospital Gral. San Martín - La Plata
2025-25-101-273,"PA 25/2025 SAMO ADQUISICION DE COLCHONES VARIOS, ALMOHADAS Y FUNDA PARA COLCHONES",Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.13.3.1 - Dir. Pcial. Hospitales - Hospital Gral. M. Belgrano - San Martín
2025-173-99-333,PA 173/2025 - RENTAS - ADQ MEDICAMENTOS DESIERTOS Y RECHAZADOS 3,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.12.2.1 - Dir. Pcial. Hospitales - Hospital San José - Pergamino
2025-132-2-276,LP 132/2025,Licitación Privada,30/10/2025 10:00 Hrs.,Publicado,103.19.7.1 - Dir. Pcial. Hospitales - Hospital Sor M. Ludovica - La Plata
2025-77-99-350,INSUMOS PROTESICOS (PACIENTE: FRANCO ISAIAS ANDRES) - 2DO. LLAMADO,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-3-102-3791,INSUMO DE NEO-NIÑO SANO,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.15.8.1 - Dir. Pcial. Hospitales - Hospital Materno Neonatal Estela de Carlotto
2025-413-101-268,DEXAMETASONA,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.9.1 - Dir. Pcial. Hospitales - Hospital Dr. R. Rossi - La Plata
2025-92-99-270,CONTRATACION SERVICIO DE ALQUILER DE CENTRAL TELEFONICA Y MANTENIMIENTO DE SISTEMA DE VIGILANCIA,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.5.1 - Dir. Pcial. Hospitales - Hospital Dra. C. Grierson - Guernica
2025-16-99-290,ARTICULOS DE LIBRERIA,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,99-MINISTERIO DE SALUD - SEDE CENTRAL - -SUBSECRETARIA DE ATENCION DE LA SALUD DE LAS PERSONAS
2025-8-151-341,ADQUISICION DEL SERVICIO DE INSTALACION Y PROVISION DE PUNTOS DE ORIENTACION.,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.15.1 - Dir. Pcial. Hospitales - Hospital Dr. N. Sbarra - La Plata
2025-302-99-301,ADQUISICION DE SISTEMA DE FIJACION CERVICAL,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-77-101-302,Adquisicion de Repuestos para autoclave,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.16.1.1 - Dir. Pcial. Hospitales - Hospital  Don Victorio Tetamanti - Mar Del Plata
2025-151-99-11471,ADQUISICION DE MEDICAMENTOS (PROEPI),Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Eduardo Wilde - Avellaneda
2025-28-99-340,ADQUISICIÓN DE MEDICAMENTOS,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.19.14.1 - Dir. Pcial. Hospitales - Hospital Casa Del Niño E.D.L. Serna M. De Oca - La Plata
2025-139-99-335,Adquisición de Mallas de Ácido Poliglicólico,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.15.5.1 - Dir. Pcial. Hospitales - Hospital Héroes De Malvinas - Merlo
2025-30-99-346,ADQUISICIÓN DE INSUMOS MEDICAMENTOS,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.14.1 - Dir. Pcial. Hospitales - Hospital  Dr. A. Melo - Lanús
2025-18-2-278,Adquisicion de Insumos Descartables Radiologicos,Licitación Pública,30/10/2025 10:00 Hrs.,Publicado,103.13.7.1 - Dir. Pcial. Hospitales - Hospital P.V De Cordero - San Fernando
2025-136-99-358,ADQUISICION DE DESCARTABLES,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.15.2.1 - Dir. Pcial. Hospitales - Hospital  V. Lopez Y Planes - Gral Rodríguez
2025-22-99-272,Adquisición de alimentos (renglones rechazados),Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.14.16.1 - Dir. Pcial. Hospitales - Hospital Dr. J. A. Estevez - Temperley
2025-100-99-2842,ADQUISICION DE  PROTESIS TRAUMATOLOGICA PTE. COPACONDO AYCA DEL SERVICIO DE TRAUMATOLOGIA,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.20.2.1 - Dir. Pcial. Hospitales - Hospital A. Balestrini - La Matanza
2025-179-99-343,ADQ.AUDIFONOS LUGO FIGUEREDO NELLY,Procedimiento Abreviado,30/10/2025 10:00 Hrs.,Publicado,103.15.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Bocalandro - Tres De Febrero
2025-43-2-262,ADQ. BANCO DE INSUMOS CARDIOLOGIA * 1ER Y 2DA PARTE,Licitación Privada,30/10/2025 10:00 Hrs.,Publicado,103.16.2.1 - Dir. Pcial. Hospitales - Hospital Dr. Alende - Mar Del Plata
2025-206-99-274,Procedimiento Abreviado 206/2025,Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.14.15.1 - Dir. Pcial. Hospitales - Hospital Pte. Perón - Avellaneda
2025-78-99-350,INSUMOS PROTESICOS (PACIENTE: GUIÑEZ VERONICA GISELA) - 2DO. LLAMADO,Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-59-101-359,"CONTRATACION PARA LA REPARACION DE AUTOMOTOR RENAULT KANGOO, DOMINIO:OPA535.",Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.14.5.1 - Dir. Pcial. Hospitales - Hospital Evita Pueblo - Berazategui
2025-50-101-344,Adquisición de un autoclave de mesada portátil eléctrico (18 litros).,Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.14.2.1 - Dir. Pcial. Hospitales - Hospital A. Goitía - Avellaneda
2025-105-99-278,Adquisición de Prótesis para la Paciente Lencina Paula Andrea,Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.13.7.1 - Dir. Pcial. Hospitales - Hospital P.V De Cordero - San Fernando
2025-226-99-262,"ADQ. PLACAS ODONTO * PTE: CHAVEZ, SERGIO DAVID - HC: 38.441.403",Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.16.2.1 - Dir. Pcial. Hospitales - Hospital Dr. Alende - Mar Del Plata
2025-178-99-343,ADQ. AUDIFONOS MARTINEZ MAXIMILIANO,Procedimiento Abreviado,30/10/2025 10:30 Hrs.,Publicado,103.15.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Bocalandro - Tres De Febrero
2025-120-99-302,Visita para Diagnostico y revision de falla para tomografo,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.16.1.1 - Dir. Pcial. Hospitales - Hospital  Don Victorio Tetamanti - Mar Del Plata
2025-12-99-290,SLING P/INCONTINENCIA DE COLOCACION SUPRAPUBLICA PROLENE,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,99-MINISTERIO DE SALUD - SEDE CENTRAL - -SUBSECRETARIA DE ATENCION DE LA SALUD DE LAS PERSONAS
2025-213-135-274,RECOLECCION DE RESIDUOS PATOGENICOS,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.14.15.1 - Dir. Pcial. Hospitales - Hospital Pte. Perón - Avellaneda
2025-72-99-344,PRODUCTOS FARMACEUTICOS Y MEDICINALES (OTROS),Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.14.2.1 - Dir. Pcial. Hospitales - Hospital A. Goitía - Avellaneda
2025-126-99-323,Procedimiento Abreviado N° 126/25,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.19.12.1 - Dir. Pcial. Hospitales - Hospital Dr. R. Gutiérrez - La Plata
2025-208-99-274,Procedimiento Abreviado 208/2025,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.14.15.1 - Dir. Pcial. Hospitales - Hospital Pte. Perón - Avellaneda
2025-172-99-333,PA 172/2025 - RENTAS - ADQ MEDICAMENTOS DESIERTOS Y RECHAZADOS 2,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.12.2.1 - Dir. Pcial. Hospitales - Hospital San José - Pergamino
2025-74-99-350,Insumos protésicos (Paciente: ROMERO ESPINOSA BRIAN) 3er LLAMADO,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-178-99-2842,"Adquisición Insumos Protésicos para el paciente Giménez, Kevin para el Servicio de Ort. y Traumat.",Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.20.2.1 - Dir. Pcial. Hospitales - Hospital A. Balestrini - La Matanza
2025-56-101-278,Adquisicion de Dos Servocunas,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.13.7.1 - Dir. Pcial. Hospitales - Hospital P.V De Cordero - San Fernando
2025-293-99-301,ADQUISICION DE CLAVO ENDOMEDULAR,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-229-137-301,ADQUISICION COMPRIMIDOS Y AMPOLLAS PARA  UPA 4,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-50-101-358,ADQ. SILLAS PLASTICAS,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.15.2.1 - Dir. Pcial. Hospitales - Hospital  V. Lopez Y Planes - Gral Rodríguez
2025-177-99-343,ADQ. AUDIFONOS GARCIA SEBASTIAN,Procedimiento Abreviado,30/10/2025 11:00 Hrs.,Publicado,103.15.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Bocalandro - Tres De Febrero
2025-75-99-350,Insumos protésicos (Paciente: Tossiello Gerardo Marcelo) 3er llamado,Procedimiento Abreviado,30/10/2025 11:30 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-129-99-2842,Alquiler de drill y Contratación de Practicas Medicas,Procedimiento Abreviado,30/10/2025 11:30 Hrs.,Publicado,103.20.2.1 - Dir. Pcial. Hospitales - Hospital A. Balestrini - La Matanza
2025-96-99-278,Adquisicion Peliculas Digitales para Placas Radiograficas y Mamograficas (2° LLAMADO),Procedimiento Abreviado,30/10/2025 11:30 Hrs.,Publicado,103.13.7.1 - Dir. Pcial. Hospitales - Hospital P.V De Cordero - San Fernando
2025-289-99-301,ADQUISICION DE CLAVO ENDOMEDULAR CERVICODIAFISARIO,Procedimiento Abreviado,30/10/2025 11:30 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-522-99-267,PROCEDIMIENTO ABREVIADO 522/2025,Procedimiento Abreviado,30/10/2025 12:00 Hrs.,Publicado,101.6.0.6 - Direccion Pcial. de Redes y Regiones - Región Sanitaria VI
2025-85-99-350,Artículos de limpieza varios,Procedimiento Abreviado,30/10/2025 12:00 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-232-137-301,ADQUISICION SUEROS PARA UPA 4,Procedimiento Abreviado,30/10/2025 12:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-153-99-11471,ADQUISICION DE INSUMOS DE LIBRERIA III,Procedimiento Abreviado,30/10/2025 12:00 Hrs.,Publicado,103.14.4.1 - Dir. Pcial. Hospitales - Hospital Dr. Eduardo Wilde - Avellaneda
2025-231-137-301,ADQUISICION ANTISEPTICOS UPA 4 2DO,Procedimiento Abreviado,30/10/2025 13:00 Hrs.,Publicado,103.20.3.1 - Dir. Pcial. Hospitales - Hospital Simplemente Evita - Gonzalez Catán
2025-45-99-303,Procedimiento Abreviado 45/2025 - Oxigenoterapia,Procedimiento Abreviado,30/10/2025 13:30 Hrs.,Publicado,101.6.0.11 - Direccion Pcial. de Redes y Regiones - Región Sanitaria XI
2025-434-99-260,PA 434-2025 DVE,Procedimiento Abreviado,30/10/2025 14:00 Hrs.,Publicado,103.19.8.1 - Dir. Pcial. Hospitales - Hospital Gral. San Martín - La Plata
2025-406-99-268,jeringas s/aguja c/émbolo,Procedimiento Abreviado,30/10/2025 14:00 Hrs.,Publicado,103.19.9.1 - Dir. Pcial. Hospitales - Hospital Dr. R. Rossi - La Plata
2025-483-101-265,MANTENIMIENTO DE TOMOGRAFO,Procedimiento Abreviado,31/10/2025 08:00 Hrs.,Publicado,103.14.11.1 - Dir. Pcial. Hospitales - Hospital L. C. De Gandulfo - L De Zamora
2025-167-99-264,ADQ DE FERRETERIA,Procedimiento Abreviado,31/10/2025 08:00 Hrs.,Publicado,103.15.1.1 - Dir. Pcial. Hospitales - Hospital Dr. R Carrillo - Tres De Febrero
2025-486-99-265,ADQUISICION DE PROTESIS PROCESADOR DE HABLA,Procedimiento Abreviado,31/10/2025 08:30 Hrs.,Publicado,103.14.11.1 - Dir. Pcial. Hospitales - Hospital L. C. De Gandulfo - L De Zamora
2025-116-99-281,SERVICIO DE REPARACION DE CIRCUITOS ELECTRICOS,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.14.17.1 - Dir. Pcial. Hospitales - Hospital Mi Pueblo - Florencio Varela
1-0971-LPU25,SERVICIO DE MANTENIMIENTO DE ASCENSORES DEPTO JUDICIAL SAN MARTIN¡¡CON REDETERMINACION DE PRECIOS!!,Licitación Pública,31/10/2025 09:00 Hrs.,Publicado,1 - Suprema Corte de Justicia
2025-375-99-276,SELLADOR HEMOSTATICO y SELLADOR DURAL,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.19.7.1 - Dir. Pcial. Hospitales - Hospital Sor M. Ludovica - La Plata
2025-435-101-260,REPARACION AIRES ACONDICIONADOS,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.19.8.1 - Dir. Pcial. Hospitales - Hospital Gral. San Martín - La Plata
2025-385-99-276,PLACAS DE TITANIO,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.19.7.1 - Dir. Pcial. Hospitales - Hospital Sor M. Ludovica - La Plata
2025-76-151-304,NEUROESTIMULADOR C/5 FUNCIONES,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.9.1.1 - Dir. Pcial. Hospitales - Hospital J.Penna Bahía Blanca
2025-6-2-349,licitación privada 06-2025,Licitación Privada,31/10/2025 09:00 Hrs.,Publicado,103.12.1.1 - Dir. Pcial. Hospitales - Hospital  N.S. Del Carmen - C. De Areco
2025-80-99-350,Insumos protésicos (Paciente: ROMERO ESPINOSA BRIAN) 2do LLAMADO,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.14.12.1 - Dir. Pcial. Hospitales - Hospital Dr. I. Iriarte - Quilmes
2025-225-99-304,HEPARINA SODICA 5000 UI INYECTABLE Y OTROS MEDICAMENTOS,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.9.1.1 - Dir. Pcial. Hospitales - Hospital J.Penna Bahía Blanca
2025-185-99-331,Determinaciones colorimétricas con equipamiento,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.19.10.1 - Dir. Pcial. Hospitales - Hospital San J. De Dios - La Plata
2025-133-99-339,ASAS DE CORTE PARA GINECOLOGIA,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.15.3.1 - Dir. Pcial. Hospitales - Hospital Dr. L. Güemes - Haedo
2025-478-101-265,ADQUISICION DE TONER,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.14.11.1 - Dir. Pcial. Hospitales - Hospital L. C. De Gandulfo - L De Zamora
2025-166-99-264,ADQUISICIÓN DE MEDICAMENTOS,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.15.1.1 - Dir. Pcial. Hospitales - Hospital Dr. R Carrillo - Tres De Febrero
2025-14-102-281,ADQUISICION DE INSUMOS VARIOS,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.14.17.1 - Dir. Pcial. Hospitales - Hospital Mi Pueblo - Florencio Varela
2025-14-102-281,ADQUISICION DE INSUMOS VARIOS,Procedimiento Abreviado,31/10/2025 09:00 Hrs.,Publicado,103.14.17.1 - Dir. Pcial. Hospitales - Hospital Mi Pueblo - Florencio Varela
2025-192-99-300,Adquisicion de artículos descartables,Licitación Pública,31/10/2025 09:00 Hrs.,Publicado,103.14.1.1 - Dir. Pcial. Hospitales - Hospital  Dr. L. Melendez - Adrogué
2025-217-99-448,OXIGENOTERAPIA DOMICILIARIA,Procedimiento Abreviado,31/10/2025 09:30 Hrs.,Publicado,101.6.0.12 - Direccion Pcial. de Redes y Regiones - Región Sanitaria XII
2025-1-6-274,Licitacion Privada 01/2025 SAMO,Licitación Privada,31/10/2025 09:30 Hrs.,Publicado,103.14.15.1 - Dir. Pcial. Hospitales - Hospital Pte. Perón - Avellaneda
2025-36-99-269,Adquisición insumos para Hemoterapia,Procedimiento Abreviado,31/10/2025 09:30 Hrs.,Publicado,103.18.1.1 - Dir. Pcial. Hospitales - Hospital De Lobos
2025-200-99-336,SOLUCIONES FISIOLOGICAS,Procedimiento Abreviado,31/10/2025 10:00 Hrs.,Publicado,103.14.13.1 - Dir. Pcial. Hospitales - Hospital A.Oñativia - Alte. Brown
2025-376-99-276,SELLADOR HEMOSTATICO y SELLADOR DURAL,Procedimiento Abreviado,31/10/2025 10:00 Hrs.,Publicado,103.19.7.1 - Dir. Pcial. Hospitales - Hospital Sor M. Ludovica - La Plata
2025-40-101-279,Procedimiento Abreviado SAMO N° 40/2025,Procedimiento Abreviado,31/10/2025 10:00 Hrs.,Publicado,103.19.1.1 - Dir. Pcial. Hospitales - Hospital Dr. V. Larrain - Berisso
2025-48-99-338,PROCEDIMIENTO ABREVIADO N°45/2025 PORTONES (SEGUNDO LLAMADO),Procedimiento Abreviado,31/10/2025 10:00 Hrs.,Publicado,103.19.2.1 - Dir. Pcial. Hospitales - Hospital Dr. H. Cestino - Ensenada
2025-217-99-309,PROCEDIMIENTO ABREVIADO N°217/2025,Procedimiento Abreviado,31/10/2025 10:00 Hrs.,Publicado,103.19.18.1 - Dir. Pcial. Hospitales - Hospital A. Korn M. Romero
2025-222-99-293,PROCEDIMIENTO ABREVIADO N° 222-2025,Procedimiento Abreviado,31/10/2025 10:00 Hrs.,Publicado,103.13.4.1 - Dir. Pcial. Hospitales - Hospital M.V.De Martinez - Tigre
